element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm
7023,Column,16,0.3,0.45,3.3,30,Steel,1026,10,16,19,4.95,163.35
7024,Column,18,0.23,0.45,3.3,23,Steel,1024,11,17,19,4.488,114.579
7025,Slab,4,10.0,4.0,0.15,1,Plywood,493,13,3,5,4.2,4.746
7026,Beam,25,0.23,0.6,4.5,22,Steel,865,11,26,28,7.47,182.417
7027,Wall,7,4.0,0.2,3.0,6,Plywood,593,11,6,9,25.2,167.832
7028,Beam,25,0.23,0.6,6.0,6,Steel,911,13,26,29,9.96,67.529
7029,Column,12,0.23,0.45,3.3,8,Steel,1002,9,12,15,4.488,39.135
7030,Beam,23,0.3,0.6,4.5,27,Steel,884,10,24,26,8.1,240.57
7031,Column,23,0.3,0.6,3.0,33,Steel,967,8,23,27,5.4,192.456
7032,Beam,19,0.3,0.6,5.0,18,Steel,932,13,20,24,9.0,183.06
7033,Slab,23,6.0,4.0,0.15,1,Plywood,486,13,23,25,3.0,3.39
7034,Column,16,0.3,0.6,3.2,32,Steel,923,10,15,17,5.76,202.752
7035,Column,22,0.35,0.55,3.2,16,Steel,926,10,22,26,5.76,101.376
7036,Wall,5,5.0,0.2,3.0,4,Plywood,544,11,5,8,31.2,138.528
7037,Beam,2,0.3,0.6,5.5,7,Steel,888,13,1,4,9.9,78.309
7038,Beam,14,0.23,0.6,4.0,14,Steel,972,12,14,17,6.64,104.115
7039,Slab,21,7.5,4.0,0.15,1,Plywood,445,16,20,24,3.45,4.002
7040,Beam,20,0.3,0.6,4.5,5,Steel,830,12,20,22,8.1,45.36
7041,Column,14,0.35,0.55,3.0,36,Steel,951,8,13,17,5.4,209.952
7042,Slab,14,7.5,4.0,0.15,1,Plywood,502,12,13,15,3.45,3.864
7043,Wall,16,4.5,0.2,3.0,6,Plywood,476,10,16,20,28.2,186.12
7044,Column,22,0.35,0.55,3.2,8,Steel,948,10,21,24,5.76,50.688
7045,Column,22,0.23,0.45,3.0,39,Steel,860,9,21,25,4.08,173.441
7046,Slab,3,7.5,4.0,0.15,1,Plywood,441,13,2,4,3.45,3.898
7047,Beam,15,0.3,0.6,5.0,7,Steel,972,11,15,18,9.0,69.93
7048,Beam,10,0.25,0.5,5.0,9,Steel,921,11,9,11,7.5,74.925
7049,Beam,20,0.23,0.45,5.5,18,Steel,960,10,19,22,7.48,148.104
7050,Slab,13,7.5,4.0,0.15,1,Plywood,462,12,14,16,3.45,3.864
7051,Beam,25,0.25,0.5,4.5,7,Steel,930,10,25,28,6.75,51.975
7052,Column,11,0.3,0.6,2.8,16,Steel,960,9,12,15,5.04,87.898
7053,Column,17,0.3,0.45,3.2,27,Steel,938,8,17,20,4.8,139.968
7054,Beam,3,0.25,0.5,4.5,25,Steel,824,12,3,7,6.75,189.0
7055,Wall,24,5.0,0.2,3.0,10,Plywood,508,12,23,26,31.2,349.44
7056,Beam,4,0.25,0.5,6.0,10,Steel,872,12,3,7,9.0,100.8
7057,Beam,10,0.23,0.45,4.5,17,Steel,889,13,11,14,6.12,117.565
7058,Wall,21,6.0,0.2,3.0,5,Plywood,542,9,20,23,37.2,202.74
7059,Beam,25,0.23,0.45,4.5,11,Steel,914,12,24,26,6.12,75.398
7060,Beam,13,0.23,0.6,5.5,22,Steel,933,11,14,18,9.13,222.955
7061,Column,13,0.4,0.4,3.0,25,Steel,959,10,14,18,4.8,132.0
7062,Slab,2,6.0,4.0,0.15,1,Plywood,501,14,2,6,3.0,3.42
7063,Slab,25,6.0,5.0,0.15,1,Plywood,498,13,25,27,3.3,3.729
7064,Slab,1,8.0,4.0,0.15,1,Plywood,523,15,1,4,3.6,4.14
7065,Column,1,0.35,0.55,3.0,17,Steel,955,9,1,4,5.4,100.062
7066,Beam,12,0.25,0.5,6.0,25,Steel,959,10,11,15,9.0,247.5
7067,Column,1,0.35,0.55,3.0,14,Steel,893,9,2,4,5.4,82.404
7068,Wall,5,5.0,0.2,3.0,14,Plywood,567,10,6,10,31.2,480.48
7069,Column,16,0.3,0.6,3.3,30,Steel,989,8,15,19,5.94,192.456
7070,Beam,18,0.25,0.5,5.5,28,Steel,925,12,18,20,8.25,258.72
7071,Slab,8,6.0,4.0,0.15,1,Plywood,435,13,9,11,3.0,3.39
7072,Column,20,0.4,0.4,3.0,22,Steel,907,10,19,22,4.8,116.16
7073,Beam,16,0.25,0.5,4.0,13,Steel,950,10,15,19,6.0,85.8
7074,Column,6,0.4,0.4,2.8,22,Steel,956,11,7,11,4.48,109.402
7075,Beam,18,0.3,0.6,4.5,23,Steel,920,12,19,21,8.1,208.656
7076,Wall,15,4.0,0.2,3.0,4,Plywood,480,9,15,17,25.2,109.872
7077,Beam,21,0.3,0.6,6.0,17,Steel,938,13,21,24,10.8,207.468
7078,Wall,4,3.0,0.2,3.0,14,Plywood,490,12,3,5,19.2,301.056
7079,Column,6,0.23,0.45,3.3,28,Steel,887,11,5,8,4.488,139.487
7080,Beam,8,0.25,0.5,4.0,23,Steel,975,12,8,10,6.0,154.56
7081,Wall,9,6.0,0.2,3.0,5,Plywood,511,12,8,11,37.2,208.32
7082,Wall,23,3.0,0.2,3.0,4,Plywood,510,12,23,25,19.2,86.016
7083,Column,19,0.3,0.45,3.2,37,Steel,981,11,20,22,4.8,197.136
7084,Slab,14,10.0,4.0,0.15,1,Plywood,506,16,15,17,4.2,4.872
7085,Wall,14,4.5,0.2,3.0,8,Plywood,494,10,14,16,28.2,248.16
7086,Slab,23,10.0,4.0,0.15,1,Plywood,525,14,22,25,4.2,4.788
7087,Beam,12,0.25,0.5,5.0,24,Steel,890,12,13,15,7.5,201.6
7088,Column,6,0.3,0.45,2.8,21,Steel,958,10,7,11,4.2,97.02
7089,Column,4,0.3,0.6,3.3,8,Steel,1041,10,4,7,5.94,52.272
7090,Beam,9,0.25,0.5,4.5,11,Steel,917,10,10,12,6.75,81.675
7091,Beam,17,0.23,0.6,6.0,18,Steel,952,10,17,20,9.96,197.208
7092,Column,12,0.3,0.45,3.3,31,Steel,919,9,13,17,4.95,167.261
7093,Column,11,0.3,0.45,3.3,36,Steel,937,11,11,14,4.95,197.802
7094,Beam,13,0.3,0.6,4.5,7,Steel,880,10,12,16,8.1,62.37
7095,Beam,25,0.23,0.6,6.0,11,Steel,916,13,24,27,9.96,123.803
7096,Beam,25,0.25,0.5,6.0,8,Steel,952,13,24,27,9.0,81.36
7097,Beam,5,0.3,0.6,6.0,21,Steel,931,13,6,9,10.8,256.284
7098,Column,3,0.3,0.45,3.2,25,Steel,935,8,4,8,4.8,129.6
7099,Wall,7,4.0,0.2,3.0,14,Plywood,521,11,7,11,25.2,391.608
7100,Beam,22,0.25,0.5,4.5,13,Steel,841,10,22,25,6.75,96.525
7101,Column,12,0.3,0.45,3.0,16,Steel,944,8,13,16,4.5,77.76
7102,Beam,22,0.3,0.6,5.5,6,Steel,933,12,23,25,9.9,66.528
7103,Beam,17,0.23,0.45,6.0,15,Steel,883,13,18,22,8.16,138.312
7104,Beam,14,0.25,0.5,4.5,23,Steel,887,10,14,16,6.75,170.775
7105,Beam,8,0.23,0.6,6.0,21,Steel,879,12,8,12,9.96,234.259
7106,Beam,9,0.25,0.5,4.0,26,Steel,863,10,9,12,6.0,171.6
7107,Slab,4,10.0,4.0,0.15,1,Plywood,442,12,5,9,4.2,4.704
7108,Column,13,0.4,0.4,3.3,31,Steel,998,11,14,18,5.28,181.685
7109,Column,8,0.23,0.45,2.8,6,Steel,949,9,8,10,3.808,24.904
7110,Column,8,0.3,0.6,3.2,28,Steel,935,11,9,11,5.76,179.021
7111,Beam,1,0.23,0.6,4.0,25,Steel,906,11,1,4,6.64,184.26
7112,Beam,20,0.23,0.45,4.5,21,Steel,908,11,20,23,6.12,142.657
7113,Slab,24,6.0,4.0,0.15,1,Plywood,449,14,23,25,3.0,3.42
7114,Column,13,0.3,0.6,2.8,17,Steel,953,11,14,18,5.04,95.105
7115,Beam,14,0.25,0.5,4.0,23,Steel,871,10,13,16,6.0,151.8
7116,Column,24,0.3,0.45,2.8,14,Steel,982,10,23,27,4.2,64.68
7117,Beam,13,0.25,0.5,4.0,27,Steel,833,11,13,15,6.0,179.82
7118,Slab,16,10.0,4.0,0.15,1,Plywood,454,14,16,20,4.2,4.788
7119,Column,11,0.23,0.45,3.0,12,Steel,887,8,11,14,4.08,52.877
7120,Column,13,0.4,0.4,3.3,34,Steel,937,10,12,14,5.28,197.472
7121,Beam,14,0.25,0.5,6.0,8,Steel,920,11,15,19,9.0,79.92
7122,Slab,18,6.0,4.0,0.15,1,Plywood,457,16,19,21,3.0,3.48
7123,Column,16,0.35,0.55,3.3,21,Steel,967,8,15,19,5.94,134.719
7124,Wall,13,6.0,0.2,3.0,23,Plywood,537,12,14,16,37.2,958.272
7125,Wall,2,6.0,0.2,3.0,24,Plywood,521,12,3,7,37.2,999.936
7126,Slab,23,6.0,4.0,0.15,1,Plywood,456,16,24,26,3.0,3.48
7127,Column,23,0.3,0.6,3.3,6,Steel,966,9,23,25,5.94,38.848
7128,Slab,5,6.0,4.0,0.15,1,Plywood,473,13,5,9,3.0,3.39
7129,Column,8,0.23,0.45,3.3,15,Steel,975,11,8,11,4.488,74.725
7130,Wall,25,3.0,0.2,3.0,18,Plywood,557,10,26,29,19.2,380.16
7131,Beam,9,0.3,0.6,5.0,6,Steel,916,13,10,12,9.0,61.02
7132,Column,21,0.3,0.6,3.0,37,Steel,936,10,20,24,5.4,219.78
7133,Column,20,0.3,0.45,3.0,33,Steel,930,8,21,24,4.5,160.38
7134,Slab,22,10.0,4.0,0.15,1,Plywood,433,13,22,25,4.2,4.746
7135,Wall,1,4.5,0.2,3.0,24,Plywood,584,12,1,5,28.2,758.016
7136,Beam,13,0.23,0.45,5.5,15,Steel,951,10,14,17,7.48,123.42
7137,Beam,15,0.25,0.5,4.0,11,Steel,899,13,15,17,6.0,74.58
7138,Slab,21,10.0,4.0,0.15,1,Plywood,598,13,20,22,4.2,4.746
7139,Slab,6,7.5,4.0,0.15,1,Plywood,482,15,7,10,3.45,3.968
7140,Slab,8,10.0,4.0,0.15,1,Plywood,489,13,7,10,4.2,4.746
7141,Beam,5,0.25,0.5,6.0,16,Steel,904,11,5,8,9.0,159.84
7142,Beam,20,0.3,0.6,4.5,10,Steel,935,12,20,24,8.1,90.72
7143,Wall,25,5.0,0.2,3.0,3,Plywood,536,9,24,27,31.2,102.024
7144,Column,4,0.3,0.6,2.8,27,Steel,934,8,5,9,5.04,146.966
7145,Beam,6,0.23,0.6,4.0,12,Steel,971,11,6,9,6.64,88.445
7146,Column,8,0.3,0.45,3.2,37,Steel,939,9,8,12,4.8,193.584
7147,Beam,23,0.25,0.5,4.0,12,Steel,914,12,22,26,6.0,80.64
7148,Slab,12,6.0,5.0,0.15,1,Plywood,513,14,13,17,3.3,3.762
7149,Column,8,0.3,0.45,2.8,10,Steel,944,9,7,10,4.2,45.78
7150,Beam,9,0.25,0.5,4.5,19,Steel,868,12,10,12,6.75,143.64
7151,Column,15,0.3,0.45,3.3,21,Steel,993,10,14,18,4.95,114.345
7152,Wall,10,3.0,0.2,3.0,3,Plywood,480,9,9,11,19.2,62.784
7153,Slab,4,7.5,4.0,0.15,1,Plywood,425,13,3,7,3.45,3.898
7154,Beam,21,0.25,0.5,4.0,18,Steel,902,10,22,25,6.0,118.8
7155,Slab,11,7.5,4.0,0.15,1,Plywood,446,13,12,15,3.45,3.898
7156,Column,7,0.3,0.6,2.8,23,Steel,940,8,7,10,5.04,125.194
7157,Slab,19,7.5,4.0,0.15,1,Plywood,468,15,20,23,3.45,3.968
7158,Slab,19,6.0,5.0,0.15,1,Plywood,487,15,19,21,3.3,3.795
7159,Column,4,0.4,0.4,3.0,26,Steel,983,11,5,7,4.8,138.528
7160,Wall,2,4.0,0.2,3.0,12,Plywood,543,12,1,3,25.2,338.688
7161,Column,2,0.23,0.45,3.2,24,Steel,965,8,2,6,4.352,112.804
7162,Beam,20,0.23,0.6,4.0,16,Steel,915,11,20,24,6.64,117.926
7163,Column,16,0.3,0.6,2.8,34,Steel,911,9,16,18,5.04,186.782
7164,Slab,20,7.5,4.0,0.15,1,Plywood,518,12,21,25,3.45,3.864
7165,Column,16,0.4,0.4,3.3,13,Steel,935,10,17,21,5.28,75.504
7166,Column,11,0.35,0.55,3.3,14,Steel,982,11,11,13,5.94,92.308
7167,Beam,15,0.23,0.45,6.0,5,Steel,893,11,16,18,8.16,45.288
7168,Wall,19,5.0,0.2,3.0,3,Plywood,607,10,18,21,31.2,102.96
7169,Column,10,0.3,0.6,2.8,24,Steel,959,10,9,11,5.04,133.056
7170,Beam,23,0.23,0.6,6.0,23,Steel,966,11,22,24,9.96,254.279
7171,Beam,23,0.25,0.5,6.0,16,Steel,928,11,22,24,9.0,159.84
7172,Slab,21,6.0,4.0,0.15,1,Plywood,475,13,22,24,3.0,3.39
7173,Column,25,0.35,0.55,2.8,22,Steel,953,10,25,27,5.04,121.968
7174,Beam,10,0.23,0.45,4.5,11,Steel,963,13,10,13,6.12,76.072
7175,Wall,3,5.0,0.2,3.0,16,Plywood,528,11,3,7,31.2,554.112
7176,Column,13,0.4,0.4,3.2,22,Steel,949,8,12,14,5.12,121.651
7177,Beam,19,0.23,0.6,6.0,17,Steel,914,12,19,21,9.96,189.638
7178,Wall,20,4.5,0.2,3.0,20,Plywood,502,9,21,25,28.2,614.76
7179,Column,10,0.3,0.6,3.0,15,Steel,940,11,9,12,5.4,89.91
7180,Beam,8,0.25,0.5,5.5,5,Steel,929,10,7,9,8.25,45.375
7181,Column,12,0.3,0.6,3.3,34,Steel,948,9,13,16,5.94,220.136
7182,Slab,21,6.0,4.0,0.15,1,Plywood,465,15,22,25,3.0,3.45
7183,Wall,2,3.0,0.2,3.0,13,Plywood,549,10,1,4,19.2,274.56
7184,Beam,9,0.23,0.6,4.0,26,Steel,902,10,8,12,6.64,189.904
7185,Beam,6,0.23,0.6,5.5,11,Steel,901,10,7,11,9.13,110.473
7186,Beam,21,0.3,0.6,5.5,23,Steel,867,13,20,22,9.9,257.301
7187,Column,12,0.3,0.45,3.2,8,Steel,921,10,13,16,4.8,42.24
7188,Column,3,0.3,0.6,2.8,31,Steel,948,10,3,6,5.04,171.864
7189,Column,7,0.35,0.55,3.0,7,Steel,877,8,8,11,5.4,40.824
7190,Column,2,0.35,0.55,3.3,7,Steel,902,10,3,6,5.94,45.738
7191,Slab,12,6.0,5.0,0.15,1,Plywood,430,12,11,14,3.3,3.696
7192,Column,25,0.23,0.45,3.3,18,Steel,929,9,26,28,4.488,88.055
7193,Column,15,0.35,0.55,2.8,34,Steel,924,10,16,19,5.04,188.496
7194,Beam,22,0.23,0.6,5.5,24,Steel,853,13,21,23,9.13,247.606
7195,Column,19,0.3,0.6,3.0,37,Steel,982,8,20,23,5.4,215.784
7196,Column,23,0.4,0.4,2.8,11,Steel,930,8,24,28,4.48,53.222
7197,Column,8,0.4,0.4,3.3,17,Steel,920,8,7,11,5.28,96.941
7198,Column,24,0.35,0.55,3.2,6,Steel,964,8,25,28,5.76,37.325
7199,Beam,6,0.23,0.45,4.5,5,Steel,852,10,7,9,6.12,33.66
7200,Slab,11,6.0,4.0,0.15,1,Plywood,474,16,11,13,3.0,3.48
7201,Wall,18,4.5,0.2,3.0,18,Plywood,523,10,19,23,28.2,558.36
7202,Slab,8,6.0,5.0,0.15,1,Plywood,471,14,8,11,3.3,3.762
7203,Beam,7,0.25,0.5,5.5,22,Steel,926,12,6,8,8.25,203.28
7204,Wall,4,4.5,0.2,3.0,22,Plywood,500,9,4,8,28.2,676.236
7205,Beam,1,0.3,0.6,4.5,18,Steel,980,13,1,4,8.1,164.754
7206,Beam,13,0.3,0.6,5.5,16,Steel,943,11,12,16,9.9,175.824
7207,Beam,25,0.25,0.5,5.5,13,Steel,922,11,25,27,8.25,119.048
7208,Column,6,0.35,0.55,3.0,10,Steel,987,10,7,11,5.4,59.4
7209,Column,12,0.35,0.55,3.0,15,Steel,974,9,13,15,5.4,88.29
7210,Column,24,0.3,0.45,3.0,7,Steel,837,8,25,29,4.5,34.02
7211,Slab,20,6.0,5.0,0.15,1,Plywood,458,12,20,22,3.3,3.696
7212,Column,1,0.23,0.45,2.8,23,Steel,984,10,2,4,3.808,96.342
7213,Slab,13,6.0,5.0,0.15,1,Plywood,460,12,14,17,3.3,3.696
7214,Wall,4,6.0,0.2,3.0,20,Plywood,502,12,5,7,37.2,833.28
7215,Beam,7,0.25,0.5,5.0,19,Steel,885,12,8,11,7.5,159.6
7216,Column,7,0.3,0.45,3.3,17,Steel,894,11,8,11,4.95,93.407
7217,Beam,16,0.3,0.6,5.0,13,Steel,892,12,16,18,9.0,131.04
7218,Column,5,0.23,0.45,2.8,13,Steel,965,10,6,9,3.808,54.454
7219,Wall,7,4.5,0.2,3.0,21,Plywood,523,12,7,10,28.2,663.264
7220,Slab,6,8.0,4.0,0.15,1,Plywood,485,12,7,10,3.6,4.032
7221,Slab,9,6.0,5.0,0.15,1,Plywood,455,16,10,12,3.3,3.828
7222,Beam,17,0.23,0.45,4.0,19,Steel,886,10,17,21,5.44,113.696
7223,Slab,10,6.0,5.0,0.15,1,Plywood,509,16,11,13,3.3,3.828
7224,Slab,9,6.0,5.0,0.15,1,Plywood,471,15,10,12,3.3,3.795
7225,Column,13,0.3,0.6,2.8,25,Steel,978,11,13,17,5.04,139.86
7226,Column,16,0.23,0.45,3.3,23,Steel,912,8,17,21,4.488,111.482
7227,Column,1,0.23,0.45,3.2,30,Steel,953,11,2,4,4.352,144.922
7228,Beam,23,0.25,0.5,4.5,28,Steel,895,13,22,25,6.75,213.57
7229,Wall,23,4.5,0.2,3.0,10,Plywood,541,10,22,24,28.2,310.2
7230,Beam,16,0.23,0.6,4.0,20,Steel,922,12,16,20,6.64,148.736
7231,Beam,15,0.25,0.5,4.5,18,Steel,945,13,14,17,6.75,137.295
7232,Wall,18,6.0,0.2,3.0,9,Plywood,513,11,19,22,37.2,371.628
7233,Column,12,0.23,0.45,3.3,23,Steel,946,11,13,17,4.488,114.579
7234,Column,10,0.4,0.4,2.8,13,Steel,1018,8,9,13,4.48,62.899
7235,Wall,9,4.0,0.2,3.0,12,Plywood,576,11,8,12,25.2,335.664
7236,Wall,4,6.0,0.2,3.0,5,Plywood,449,10,4,8,37.2,204.6
7237,Slab,22,7.5,4.0,0.15,1,Plywood,475,12,23,26,3.45,3.864
7238,Column,9,0.23,0.45,3.2,35,Steel,937,9,8,10,4.352,166.029
7239,Wall,8,5.0,0.2,3.0,17,Plywood,536,10,8,12,31.2,583.44
7240,Slab,25,8.0,4.0,0.15,1,Plywood,514,16,24,27,3.6,4.176
7241,Slab,13,6.0,4.0,0.15,1,Plywood,462,16,13,17,3.0,3.48
7242,Column,16,0.3,0.6,3.0,16,Steel,947,10,16,20,5.4,95.04
7243,Beam,7,0.23,0.45,6.0,22,Steel,982,12,6,9,8.16,201.062
7244,Slab,7,6.0,5.0,0.15,1,Plywood,507,14,6,10,3.3,3.762
7245,Wall,19,5.0,0.2,3.0,11,Plywood,570,12,19,23,31.2,384.384
7246,Beam,12,0.23,0.6,5.5,26,Steel,942,10,13,16,9.13,261.118
7247,Beam,4,0.23,0.45,6.0,10,Steel,954,12,3,6,8.16,91.392
7248,Slab,21,6.0,4.0,0.15,1,Plywood,496,13,21,23,3.0,3.39
7249,Beam,11,0.25,0.5,4.0,6,Steel,962,10,11,13,6.0,39.6
7250,Beam,17,0.23,0.6,4.0,5,Steel,879,11,16,19,6.64,36.852
7251,Column,9,0.35,0.55,3.3,19,Steel,928,11,8,11,5.94,125.275
7252,Column,15,0.35,0.55,3.2,29,Steel,937,9,14,17,5.76,182.074
7253,Slab,20,7.5,4.0,0.15,1,Plywood,483,14,20,24,3.45,3.933
7254,Column,23,0.3,0.45,3.2,21,Steel,963,9,22,24,4.8,109.872
7255,Column,6,0.3,0.6,3.3,29,Steel,911,9,7,9,5.94,187.763
7256,Wall,17,5.0,0.2,3.0,10,Plywood,570,11,17,20,31.2,346.32
7257,Slab,23,6.0,4.0,0.15,1,Plywood,446,15,22,26,3.0,3.45
7258,Column,17,0.3,0.6,2.8,31,Steel,991,11,18,21,5.04,173.426
7259,Column,4,0.3,0.6,3.2,15,Steel,935,8,4,8,5.76,93.312
7260,Slab,5,7.5,4.0,0.15,1,Plywood,490,13,5,7,3.45,3.898
7261,Beam,6,0.3,0.6,4.0,29,Steel,933,12,5,7,7.2,233.856
7262,Beam,3,0.23,0.45,5.0,13,Steel,915,11,2,4,6.8,98.124
7263,Beam,19,0.23,0.45,5.0,6,Steel,836,11,18,22,6.8,45.288
7264,Column,25,0.23,0.45,3.0,22,Steel,969,8,25,29,4.08,96.941
7265,Slab,13,8.0,4.0,0.15,1,Plywood,505,14,14,17,3.6,4.104
7266,Column,15,0.3,0.6,3.0,26,Steel,915,8,16,18,5.4,151.632
7267,Beam,20,0.23,0.45,4.5,14,Steel,872,11,21,25,6.12,95.105
7268,Column,11,0.3,0.45,2.8,13,Steel,898,9,12,14,4.2,59.514
7269,Column,12,0.23,0.45,3.0,38,Steel,982,10,13,15,4.08,170.544
7270,Column,15,0.23,0.45,2.8,23,Steel,957,10,16,20,3.808,96.342
7271,Wall,8,4.5,0.2,3.0,10,Plywood,489,12,8,10,28.2,315.84
7272,Column,2,0.23,0.45,3.0,35,Steel,941,9,1,3,4.08,155.652
7273,Column,15,0.3,0.45,3.3,21,Steel,959,8,15,18,4.95,112.266
7274,Column,21,0.4,0.4,3.3,6,Steel,935,8,20,22,5.28,34.214
7275,Slab,2,7.5,4.0,0.15,1,Plywood,490,16,1,5,3.45,4.002
7276,Beam,6,0.25,0.5,5.5,11,Steel,974,12,6,10,8.25,101.64
7277,Wall,7,4.5,0.2,3.0,15,Plywood,504,11,7,11,28.2,469.53
7278,Slab,21,8.0,4.0,0.15,1,Plywood,449,14,21,24,3.6,4.104
7279,Beam,13,0.23,0.6,6.0,5,Steel,972,12,14,17,9.96,55.776
7280,Slab,14,6.0,4.0,0.15,1,Plywood,443,13,15,17,3.0,3.39
7281,Column,17,0.3,0.45,3.2,11,Steel,920,10,16,18,4.8,58.08
7282,Wall,7,5.0,0.2,3.0,12,Plywood,498,11,6,8,31.2,415.584
7283,Wall,18,4.0,0.2,3.0,12,Plywood,585,10,17,19,25.2,332.64
7284,Column,1,0.4,0.4,2.8,11,Steel,914,8,2,4,4.48,53.222
7285,Beam,3,0.25,0.5,4.5,19,Steel,862,13,2,6,6.75,144.922
7286,Column,21,0.3,0.6,2.8,21,Steel,973,11,22,26,5.04,117.482
7287,Beam,17,0.3,0.6,6.0,29,Steel,883,12,18,22,10.8,350.784
7288,Slab,5,8.0,4.0,0.15,1,Plywood,442,12,6,9,3.6,4.032
7289,Wall,11,3.0,0.2,3.0,23,Plywood,484,10,12,14,19.2,485.76
7290,Column,2,0.3,0.6,3.0,24,Steel,945,11,3,5,5.4,143.856
7291,Slab,17,8.0,4.0,0.15,1,Plywood,440,15,16,20,3.6,4.14
7292,Slab,19,7.5,4.0,0.15,1,Plywood,523,12,19,23,3.45,3.864
7293,Column,7,0.3,0.45,3.0,33,Steel,903,8,7,9,4.5,160.38
7294,Beam,9,0.23,0.45,4.0,27,Steel,855,12,9,13,5.44,164.506
7295,Slab,6,8.0,4.0,0.15,1,Plywood,477,14,5,9,3.6,4.104
7296,Slab,10,8.0,4.0,0.15,1,Plywood,408,12,11,15,3.6,4.032
7297,Wall,7,5.0,0.2,3.0,6,Plywood,503,11,7,9,31.2,207.792
7298,Column,7,0.3,0.6,3.0,22,Steel,946,9,6,9,5.4,129.492
7299,Column,11,0.3,0.45,3.3,34,Steel,960,9,10,14,4.95,183.447
7300,Column,22,0.3,0.45,3.0,32,Steel,941,8,21,25,4.5,155.52
7301,Column,20,0.3,0.6,3.0,33,Steel,946,11,20,24,5.4,197.802
7302,Beam,8,0.3,0.6,6.0,22,Steel,874,13,7,10,10.8,268.488
7303,Wall,24,4.0,0.2,3.0,18,Plywood,504,9,23,27,25.2,494.424
7304,Beam,6,0.23,0.45,5.5,11,Steel,860,11,6,8,7.48,91.331
7305,Slab,23,6.0,5.0,0.15,1,Plywood,516,16,22,24,3.3,3.828
7306,Beam,8,0.3,0.6,5.5,19,Steel,873,10,8,10,9.9,206.91
7307,Column,14,0.4,0.4,2.8,35,Steel,907,10,14,17,4.48,172.48
7308,Slab,6,7.5,4.0,0.15,1,Plywood,478,14,5,7,3.45,3.933
7309,Slab,20,8.0,4.0,0.15,1,Plywood,437,16,20,22,3.6,4.176
7310,Beam,8,0.25,0.5,6.0,27,Steel,857,13,8,12,9.0,274.59
7311,Wall,22,4.0,0.2,3.0,12,Plywood,539,9,23,26,25.2,329.616
7312,Beam,3,0.25,0.5,6.0,15,Steel,904,12,3,6,9.0,151.2
7313,Column,13,0.3,0.6,3.3,7,Steel,1008,8,12,15,5.94,44.906
7314,Beam,4,0.3,0.6,5.5,6,Steel,906,11,5,7,9.9,65.934
7315,Slab,23,7.5,4.0,0.15,1,Plywood,547,14,22,25,3.45,3.933
7316,Beam,11,0.25,0.5,6.0,25,Steel,946,10,10,12,9.0,247.5
7317,Slab,17,6.0,5.0,0.15,1,Plywood,547,16,18,22,3.3,3.828
7318,Beam,22,0.25,0.5,5.5,16,Steel,807,13,23,27,8.25,149.16
7319,Beam,14,0.23,0.45,4.0,26,Steel,888,10,13,17,5.44,155.584
7320,Wall,2,4.0,0.2,3.0,10,Plywood,524,12,3,6,25.2,282.24
7321,Beam,6,0.23,0.6,5.0,23,Steel,885,11,6,9,8.3,211.899
7322,Beam,6,0.23,0.6,4.5,8,Steel,878,12,6,10,7.47,66.931
7323,Column,23,0.3,0.45,3.2,10,Steel,890,8,24,27,4.8,51.84
7324,Beam,23,0.25,0.5,4.5,21,Steel,975,13,23,27,6.75,160.177
7325,Beam,12,0.23,0.6,6.0,12,Steel,967,12,13,16,9.96,133.862
7326,Column,23,0.4,0.4,3.0,18,Steel,976,10,22,26,4.8,95.04
7327,Beam,7,0.3,0.6,5.5,11,Steel,961,12,7,10,9.9,121.968
7328,Column,17,0.23,0.45,3.2,19,Steel,958,11,18,20,4.352,91.784
7329,Column,10,0.3,0.45,3.2,27,Steel,1013,10,9,12,4.8,142.56
7330,Beam,7,0.23,0.45,5.0,23,Steel,867,12,8,11,6.8,175.168
7331,Column,7,0.35,0.55,2.8,29,Steel,976,10,7,10,5.04,160.776
7332,Beam,11,0.23,0.45,4.0,20,Steel,942,11,10,13,5.44,120.768
7333,Slab,9,6.0,5.0,0.15,1,Plywood,498,14,9,13,3.3,3.762
7334,Column,6,0.23,0.45,3.2,24,Steel,886,8,7,11,4.352,112.804
7335,Column,9,0.3,0.45,2.8,28,Steel,920,8,10,12,4.2,127.008
7336,Beam,4,0.23,0.45,5.5,19,Steel,915,10,3,5,7.48,156.332
7337,Column,25,0.23,0.45,3.0,15,Steel,950,9,25,27,4.08,66.708
7338,Beam,10,0.3,0.6,5.0,24,Steel,913,11,11,15,9.0,239.76
7339,Slab,3,8.0,4.0,0.15,1,Plywood,496,13,2,5,3.6,4.068
7340,Beam,15,0.23,0.45,4.5,19,Steel,896,12,15,18,6.12,130.234
7341,Beam,23,0.25,0.5,4.0,6,Steel,879,13,23,27,6.0,40.68
7342,Wall,9,5.0,0.2,3.0,5,Plywood,501,9,9,12,31.2,170.04
7343,Column,22,0.4,0.4,3.3,17,Steel,883,11,21,24,5.28,99.634
7344,Wall,16,6.0,0.2,3.0,8,Plywood,506,11,17,19,37.2,330.336
7345,Slab,19,8.0,4.0,0.15,1,Plywood,527,15,19,23,3.6,4.14
