element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm,boq_area_sqm,actual_area_sqm,boq_adjustment_factor,actual_cost,duration_weeks,weekly_area_demand_sqm
9640,Wall,14,4.5,0.2,3.0,20,Plywood,522,10,14,18,28.2,620.4,613.3385979987441,620.4,1.0115130566122796,352367.8970831884,5,124.08
9641,Beam,9,0.3,0.6,5.5,28,Steel,971,11,10,12,9.9,307.692,343.76311008295187,307.692,0.8950698634468145,299596.4406264803,3,102.56400000000001
9642,Slab,18,7.5,4.0,0.15,1,Plywood,449,14,19,23,3.45,3.933,3.7120027139598677,3.933,1.0595358632710636,1835.2963986395278,5,0.7866
9643,Slab,12,6.0,5.0,0.15,1,Plywood,503,13,12,15,3.3,3.729,4.3570830800818765,3.729,0.8558478072283915,1872.8705318573989,4,0.93225
9644,Slab,7,7.5,4.0,0.15,1,Plywood,514,12,7,10,3.45,3.864,3.594580703982096,3.864,1.074951522362383,1948.174941822358,4,0.966
9645,Column,12,0.35,0.55,3.2,27,Steel,938,11,11,15,5.76,172.627,200.08286518440235,172.627,0.8627775289048455,154992.25935191667,5,34.525400000000005
9646,Wall,17,4.5,0.2,3.0,10,Plywood,507,12,18,22,28.2,315.84,331.4244388968635,315.84,0.9529773997695045,173627.48746353708,5,63.16799999999999
9647,Column,10,0.23,0.45,3.0,15,Steel,910,9,9,13,4.08,66.708,68.6154552925993,66.708,0.972200792307429,68295.6305254514,5,13.3416
9648,Slab,18,6.0,4.0,0.15,1,Plywood,477,16,19,21,3.0,3.48,3.6546908780407503,3.48,0.9522009155164443,1681.3467368358665,3,1.16
9649,Wall,25,4.0,0.2,3.0,21,Plywood,541,12,25,27,25.2,592.704,569.032523000516,592.704,1.0415995150411859,332147.33180653036,3,197.56799999999998
9650,Slab,11,7.5,4.0,0.15,1,Plywood,479,15,10,12,3.45,3.968,4.116028913906812,3.968,0.964035987840934,1806.9867170648297,3,1.3226666666666667
9651,Beam,8,0.25,0.5,6.0,6,Steel,877,12,7,11,9.0,60.48,69.84931633966526,60.48,0.8658638791236856,54768.55469512993,5,12.096
9652,Column,11,0.3,0.45,3.2,22,Steel,950,9,12,15,4.8,115.104,131.2515456601058,115.104,0.876972529512741,110033.80713953756,4,28.776
9653,Beam,21,0.3,0.6,4.5,10,Steel,971,13,20,23,8.1,91.53,86.8541497085974,91.53,1.053835657905701,94638.32638466857,4,22.8825
9654,Beam,5,0.23,0.6,6.0,6,Steel,850,11,4,7,9.96,66.334,73.10181214896396,66.334,0.907419365539492,63809.8533972312,4,16.5835
9655,Column,25,0.3,0.45,3.2,13,Steel,965,9,25,28,4.8,68.016,78.69799302416652,68.016,0.8642660045868477,68997.97731628419,4,17.004
9656,Column,11,0.3,0.6,2.8,15,Steel,923,10,12,16,5.04,83.16,95.29556180086205,83.16,0.8726534418651984,83289.17484114254,5,16.631999999999998
9657,Wall,22,5.0,0.2,3.0,22,Plywood,500,9,23,25,31.2,748.176,768.8927936688935,748.176,0.9730563300378456,408166.13291544095,3,249.39200000000002
9658,Column,20,0.4,0.4,3.0,11,Steel,967,11,20,24,4.8,58.608,53.59278755610155,58.608,1.093579988513351,55568.02248698983,5,11.721599999999999
9659,Column,20,0.3,0.45,3.2,21,Steel,1035,11,20,22,4.8,111.888,131.95520531930606,111.888,0.8479241097708324,118040.73407853786,3,37.296
9660,Column,23,0.4,0.4,3.0,35,Steel,932,11,23,26,4.8,186.48,189.979396921004,186.48,0.9815801240675635,169042.31687934068,4,46.62
9661,Beam,5,0.25,0.5,4.5,20,Steel,829,12,5,7,6.75,151.2,152.45390026594774,151.2,0.9917752168769681,130126.618980512,3,50.4
9662,Beam,15,0.25,0.5,5.0,29,Steel,940,12,14,16,7.5,243.6,274.74535214251165,243.6,0.886639202812223,258169.64490354506,3,81.2
9663,Slab,3,6.0,5.0,0.15,1,Plywood,485,16,2,4,3.3,3.828,3.7483456922710388,3.828,1.0212505233690707,1942.329619378413,3,1.276
9664,Beam,8,0.23,0.45,5.0,26,Steel,924,12,9,11,6.8,198.016,227.80243342616834,198.016,0.8692444458201003,190510.61367031455,3,66.00533333333333
9665,Column,2,0.35,0.55,3.2,21,Steel,951,8,3,7,5.76,130.637,120.55384432522588,130.637,1.0836402665648068,123225.0927399007,5,26.1274
9666,Beam,18,0.23,0.6,5.0,27,Steel,966,13,19,22,8.3,253.233,284.18145584729047,253.233,0.891096145753011,247569.18528073677,4,63.30825
9667,Column,16,0.23,0.45,3.0,24,Steel,959,10,17,20,4.08,107.712,128.14893527833146,107.712,0.8405220048536204,117480.3795234896,4,26.928
9668,Slab,19,7.5,4.0,0.15,1,Plywood,498,13,19,23,3.45,3.898,4.672652031064659,3.898,0.8342157674240179,1961.7789470877547,5,0.7796000000000001
9669,Column,5,0.4,0.4,2.8,23,Steel,976,11,4,8,4.48,114.374,134.63435996339368,114.374,0.8495156810720357,122376.36694232814,5,22.8748
9670,Column,9,0.3,0.6,3.0,36,Steel,865,8,8,12,5.4,209.952,243.80229256195963,209.952,0.8611567914056553,174058.71274195745,5,41.9904
9671,Beam,17,0.23,0.45,4.0,10,Steel,954,13,18,20,5.44,61.472,60.46779754735968,61.472,1.0166072272080657,57217.04976604044,3,20.490666666666666
9672,Column,21,0.35,0.55,3.3,20,Steel,984,9,22,24,5.94,129.492,154.094768932096,129.492,0.8403400121717464,128986.83279294868,3,43.163999999999994
9673,Beam,23,0.23,0.6,5.5,25,Steel,939,10,24,28,9.13,251.075,295.8589911875816,251.075,0.8486306229605594,266475.14654145826,5,50.214999999999996
9674,Beam,2,0.23,0.45,5.5,17,Steel,889,10,1,5,7.48,139.876,148.3121666377965,139.876,0.9431188497272847,123586.04890627593,5,27.9752
9675,Wall,11,4.5,0.2,3.0,14,Plywood,557,9,11,15,28.2,430.332,439.20686435116227,430.332,0.9797934297673762,262549.57661634707,5,86.0664
9676,Column,1,0.35,0.55,2.8,9,Steel,956,10,2,6,5.04,49.896,46.54199966506181,49.896,1.0720639499607916,46913.749913041625,5,9.9792
9677,Beam,21,0.25,0.5,5.0,26,Steel,874,12,22,25,7.5,218.4,235.25834477910217,218.4,0.9283411400563434,204733.57406206094,4,54.6
9678,Slab,4,10.0,4.0,0.15,1,Plywood,449,15,3,6,4.2,4.83,5.362091079408664,4.83,0.900767989292091,2314.763855836676,4,1.2075
9679,Column,21,0.4,0.4,3.0,8,Steel,893,10,22,25,4.8,42.24,43.13544470207634,42.24,0.9792410926035211,40526.318770863356,4,10.56
9680,Beam,4,0.23,0.6,4.5,26,Steel,908,11,4,6,7.47,215.584,220.28564303969176,215.584,0.9786566070543027,197170.49979653084,3,71.86133333333333
9681,Wall,1,6.0,0.2,3.0,24,Plywood,515,10,2,6,37.2,982.08,1052.783295177811,982.08,0.9328415491567337,496880.0454584608,5,196.416
9682,Slab,22,6.0,5.0,0.15,1,Plywood,480,16,21,23,3.3,3.828,3.4771072557397846,3.828,1.1009151338892362,2071.3408749788755,3,1.276
9683,Wall,11,5.0,0.2,3.0,8,Plywood,539,9,11,14,31.2,272.064,323.0378481703694,272.064,0.842204718552094,156011.3072654571,4,68.016
9684,Slab,11,6.0,5.0,0.15,1,Plywood,543,15,12,15,3.3,3.795,3.7455576475296035,3.795,1.0132002647197291,2045.041585839278,4,0.94875
9685,Beam,17,0.25,0.5,4.0,12,Steel,929,13,18,22,6.0,81.36,76.66286415405483,81.36,1.0612700281652174,78052.43433849078,5,16.272
9686,Wall,7,6.0,0.2,3.0,11,Plywood,485,9,7,11,37.2,446.028,402.15959350533575,446.028,1.1090820838371527,208410.0953874251,5,89.2056
9687,Column,18,0.3,0.45,3.2,6,Steel,979,10,17,21,4.8,31.68,36.65589720932982,31.68,0.8642538421331197,32412.715430221997,5,6.336
9688,Beam,11,0.25,0.5,5.0,29,Steel,932,12,12,15,7.5,243.6,282.3231950234398,243.6,0.8628409011160957,234931.0654297711,4,60.9
9689,Slab,7,7.5,4.0,0.15,1,Plywood,472,15,6,8,3.45,3.968,3.6846529820178824,3.968,1.076899241085912,1828.9676878143357,3,1.3226666666666667
9690,Wall,10,6.0,0.2,3.0,9,Plywood,473,11,9,13,37.2,371.628,351.43833927298783,371.628,1.057448657334251,182613.39952615404,5,74.3256
9691,Wall,1,3.0,0.2,3.0,20,Plywood,565,9,2,5,19.2,418.56,432.94618737457546,418.56,0.9667714191876488,254910.22013477125,4,104.64
9692,Column,8,0.23,0.45,3.3,19,Steel,1022,9,8,11,4.488,92.946,88.82953802094653,92.946,1.0463411391161663,107880.8836558938,4,23.2365
9693,Slab,15,10.0,4.0,0.15,1,Plywood,506,14,14,17,4.2,4.788,5.366133480952318,4.788,0.892262560556038,2642.3168917182343,4,1.197
9694,Column,4,0.4,0.4,3.3,31,Steel,935,9,3,5,5.28,178.411,163.6763787213311,178.411,1.0900228939189538,175236.2473609083,3,59.470333333333336
9695,Slab,3,6.0,5.0,0.15,1,Plywood,467,13,2,4,3.3,3.729,3.971059830140069,3.729,0.9390440233856837,1922.5708757682921,3,1.243
9696,Slab,17,10.0,4.0,0.15,1,Plywood,475,13,18,20,4.2,4.746,4.816418630409178,4.746,0.9853794622492782,2267.846920302656,3,1.582
9697,Column,11,0.23,0.45,2.8,23,Steel,1016,9,12,15,3.808,95.467,99.23641378759444,95.467,0.9620158201639321,105118.37200489559,4,23.86675
9698,Slab,4,6.0,5.0,0.15,1,Plywood,491,15,3,7,3.3,3.795,3.899085978496443,3.795,0.97330503121232,1772.0642626386207,5,0.759
9699,Beam,19,0.3,0.6,4.5,21,Steel,875,10,20,22,8.1,187.11,176.9962843932177,187.11,1.0571408357042882,157910.81985322185,3,62.370000000000005
9700,Beam,20,0.3,0.6,4.5,12,Steel,926,12,20,23,8.1,108.864,105.1718170849894,108.864,1.0351062006661629,108353.86284668802,4,27.216
9701,Wall,1,6.0,0.2,3.0,24,Plywood,510,11,2,6,37.2,991.008,911.1746844245473,991.008,1.0876158182839237,499606.8291987364,5,198.2016
9702,Slab,6,6.0,4.0,0.15,1,Plywood,501,15,7,11,3.0,3.45,3.224320570434539,3.45,1.069992863499626,1880.1144306758492,5,0.6900000000000001
9703,Beam,10,0.23,0.45,4.0,25,Steel,890,13,9,13,5.44,153.68,183.39686289280166,153.68,0.8379641700296061,147354.8510206326,5,30.736
9704,Column,19,0.23,0.45,3.3,39,Steel,967,8,18,21,4.488,189.035,185.99834998362277,189.035,1.016326220187677,175984.61893463484,4,47.25875
9705,Column,2,0.3,0.6,3.0,18,Steel,887,8,2,5,5.4,104.976,104.14749390531303,104.976,1.0079551227170211,95767.39071485121,4,26.244
9706,Column,21,0.4,0.4,3.2,7,Steel,906,10,22,24,5.12,39.424,36.984911991286786,39.424,1.0659481901508332,38311.296958288876,3,13.141333333333334
9707,Column,8,0.3,0.45,2.8,24,Steel,1001,8,9,12,4.2,108.864,122.6406587875003,108.864,0.887666464582752,119074.24816100627,4,27.216
9708,Column,4,0.3,0.45,3.3,24,Steel,1019,8,5,9,4.95,128.304,151.0449657354807,128.304,0.8494424119019889,145543.9457025472,5,25.660800000000002
9709,Beam,22,0.25,0.5,4.0,11,Steel,991,10,22,26,6.0,72.6,82.54076669731165,72.6,0.8795653699975211,73104.11865378657,5,14.52
9710,Slab,3,7.5,4.0,0.15,1,Plywood,504,15,3,6,3.45,3.968,4.300457883358438,3.968,0.922692445228924,2234.5433969712317,4,0.992
9711,Column,4,0.3,0.45,3.0,9,Steel,994,9,4,7,4.5,44.145,50.500550117888665,44.145,0.8741488933674536,44795.06955324062,4,11.03625
9712,Beam,24,0.23,0.45,6.0,6,Steel,913,11,24,28,8.16,54.346,55.50188887169073,54.346,0.9791738822733957,47206.33757480078,5,10.8692
9713,Wall,13,6.0,0.2,3.0,15,Plywood,521,11,14,17,37.2,619.38,717.1486415369629,619.38,0.8636703245683778,345931.5433319173,4,154.845
9714,Column,12,0.3,0.45,3.0,30,Steel,903,9,11,13,4.5,147.15,167.68561461727754,147.15,0.8775350249086803,132655.04055336522,3,49.050000000000004
9715,Slab,18,10.0,4.0,0.15,1,Plywood,448,16,18,22,4.2,4.872,4.387320740045036,4.872,1.1104727209777667,2127.8195190167967,5,0.9743999999999999
9716,Column,16,0.4,0.4,3.0,17,Steel,958,8,16,18,4.8,88.128,92.21169645660328,88.128,0.9557138994994507,84567.74833654797,3,29.376
9717,Beam,16,0.3,0.6,5.5,12,Steel,884,12,15,19,9.9,133.056,130.31304694403926,133.056,1.021048951891507,131216.52672735055,5,26.611200000000004
9718,Slab,1,6.0,4.0,0.15,1,Plywood,448,16,2,5,3.0,3.48,3.222027164687874,3.48,1.0800653818625134,1766.0809199259907,4,0.87
9719,Column,14,0.3,0.6,3.2,15,Steel,932,8,14,18,5.76,93.312,107.6688735422641,93.312,0.866657158471817,99345.57731233048,5,18.662399999999998
9720,Column,7,0.35,0.55,2.8,39,Steel,942,9,6,9,5.04,214.25,193.33596595845464,214.25,1.1081745651300055,203955.9817533962,4,53.5625
9721,Wall,21,5.0,0.2,3.0,21,Plywood,537,12,22,24,31.2,733.824,821.1850505196817,733.824,0.8936158780966655,410293.2850056621,3,244.60799999999998
9722,Column,13,0.3,0.6,3.0,37,Steel,917,8,14,16,5.4,215.784,258.176414591177,215.784,0.8358005913967568,219740.0300570374,3,71.928
9723,Slab,4,7.5,4.0,0.15,1,Plywood,455,15,3,5,3.45,3.968,4.1449963302871025,3.968,0.957298796866524,1829.9588459876318,3,1.3226666666666667
9724,Beam,23,0.23,0.6,6.0,19,Steel,911,11,23,26,9.96,210.056,212.44479022721342,210.056,0.9887557128388107,196533.24348766453,4,52.514
9725,Column,8,0.4,0.4,2.8,32,Steel,952,9,7,11,4.48,156.262,169.03640073963828,156.262,0.9244281072967573,148382.81097933484,5,31.2524
9726,Slab,7,7.5,4.0,0.15,1,Plywood,488,15,6,9,3.45,3.968,4.52911229403179,3.968,0.8761098737226737,2061.229383863114,4,0.992
9727,Beam,24,0.3,0.6,6.0,25,Steel,909,13,24,28,10.8,305.1,296.5802649902513,305.1,1.028726574271652,300036.7696517493,5,61.02
9728,Column,20,0.3,0.6,3.2,37,Steel,909,11,20,23,5.76,236.563,230.6987046554544,236.563,1.0254197150924789,217979.15314352166,4,59.14075
9729,Wall,22,3.0,0.2,3.0,19,Plywood,515,11,23,25,19.2,404.928,438.19421366644764,404.928,0.9240834026809633,199121.62030276944,3,134.976
9730,Beam,17,0.3,0.6,4.5,12,Steel,909,10,17,19,8.1,106.92,126.37558513372271,106.92,0.8460494951367701,106635.38328712303,3,35.64
9731,Slab,23,6.0,4.0,0.15,1,Plywood,526,12,23,25,3.0,3.36,3.3248274955648336,3.36,1.0105787456588604,1896.9418770599177,3,1.1199999999999999
9732,Column,3,0.3,0.6,3.2,26,Steel,984,9,4,8,5.76,163.238,165.36440331485326,163.238,0.9871411061133598,159630.2705967542,5,32.6476
9733,Column,15,0.4,0.4,3.0,20,Steel,921,11,15,19,4.8,106.56,127.65887898108254,106.56,0.8347245475639096,99410.68732413542,5,21.312
9734,Slab,8,6.0,4.0,0.15,1,Plywood,492,16,9,11,3.0,3.48,3.3159759404756026,3.48,1.0494647918045121,1954.298320600794,3,1.16
9735,Slab,10,7.5,4.0,0.15,1,Plywood,511,15,10,12,3.45,3.968,3.662822907633962,3.968,1.0833174576171825,2181.8317915261973,3,1.3226666666666667
9736,Column,6,0.4,0.4,3.3,34,Steel,935,11,6,8,5.28,199.267,214.59592715580652,199.267,0.9285684152585197,199188.15810749144,3,66.42233333333333
9737,Slab,6,6.0,5.0,0.15,1,Plywood,472,13,5,9,3.3,3.729,3.383247479947281,3.729,1.1021954563188228,1897.2659981441464,5,0.7458
9738,Beam,12,0.25,0.5,4.5,12,Steel,929,13,13,15,6.75,91.53,87.33151609757536,91.53,1.0480752435092697,97011.34677650516,3,30.51
9739,Column,23,0.3,0.45,2.8,27,Steel,961,8,22,26,4.2,122.472,133.08576083325687,122.472,0.9202487120575217,119810.7953702659,5,24.4944
9740,Slab,16,10.0,4.0,0.15,1,Plywood,451,15,15,17,4.2,4.83,5.302633468601742,4.83,0.9108681617539047,2191.799039645828,3,1.61
9741,Beam,9,0.23,0.45,4.5,20,Steel,909,13,9,13,6.12,138.312,145.66018113877848,138.312,0.9495525744830877,128912.56307825525,5,27.6624
9742,Beam,11,0.23,0.45,4.0,13,Steel,937,10,11,15,5.44,77.792,78.96855840368285,77.792,0.985100925894223,80922.9615430178,5,15.5584
9743,Slab,14,6.0,5.0,0.15,1,Plywood,446,14,14,17,3.3,3.762,4.036096593778498,3.762,0.93208869326839,1634.549617862594,4,0.9405
9744,Beam,7,0.23,0.45,4.0,5,Steel,873,13,8,10,5.44,30.736,33.59493135156889,30.736,0.9148999198227153,26600.82749978139,3,10.245333333333333
9745,Wall,14,5.0,0.2,3.0,8,Plywood,511,12,15,18,31.2,279.552,318.9813039014771,279.552,0.8763899218568136,142229.54162734002,4,69.888
9746,Slab,18,6.0,5.0,0.15,1,Plywood,446,12,18,20,3.3,3.696,4.205402118319078,3.696,0.8788695815555709,1775.7981347341868,3,1.232
9747,Beam,7,0.23,0.6,5.0,9,Steel,860,10,6,10,8.3,82.17,90.34100367070897,82.17,0.9095537647501448,76200.53686701093,5,16.434
9748,Beam,15,0.23,0.6,5.0,21,Steel,938,11,14,16,8.3,193.473,226.02865817248826,193.473,0.8559666794657331,185901.60547000123,3,64.491
9749,Wall,18,4.0,0.2,3.0,5,Plywood,446,12,19,23,25.2,141.12,162.48663713621565,141.12,0.8685021887781235,63269.2258124171,5,28.224
9750,Wall,13,6.0,0.2,3.0,24,Plywood,496,9,14,16,37.2,973.152,914.7373858167915,973.152,1.063859436696193,531400.8131977309,3,324.384
9751,Column,8,0.3,0.6,3.3,25,Steel,943,9,8,11,5.94,161.865,192.13437533094768,161.865,0.8424572631586136,145975.30060521042,4,40.46625
9752,Column,14,0.4,0.4,3.3,31,Steel,978,11,13,16,5.28,181.685,212.12136005898938,181.685,0.8565144026489117,195056.48842715347,4,45.42125
9753,Beam,20,0.23,0.6,4.5,11,Steel,954,10,20,24,7.47,90.387,90.05059349225579,90.387,1.0037357500344863,85544.08967897111,5,18.0774
9754,Wall,6,6.0,0.2,3.0,3,Plywood,508,10,6,8,37.2,122.76,111.22735176846005,122.76,1.1036853619921407,70503.78700950903,3,40.92
9755,Wall,15,5.0,0.2,3.0,22,Plywood,545,12,14,18,31.2,768.768,831.1864141912425,768.768,0.9249044340408564,432695.3520749105,5,153.7536
9756,Slab,18,6.0,5.0,0.15,1,Plywood,501,14,19,21,3.3,3.762,3.8805980772514057,3.762,0.9694381961516078,2032.6392592275022,3,1.254
9757,Column,9,0.4,0.4,3.3,26,Steel,916,9,10,12,5.28,149.635,168.31992226682274,149.635,0.8889916177765149,133528.52465661475,3,49.87833333333333
9758,Wall,10,4.5,0.2,3.0,14,Plywood,526,10,9,13,28.2,434.28,459.1989557192413,434.28,0.9457338580393527,228608.7440788759,5,86.856
9759,Column,23,0.23,0.45,3.2,35,Steel,995,8,24,26,4.352,164.506,151.83034066241768,164.506,1.083485680676734,178434.90566718808,3,54.83533333333333
9760,Beam,10,0.23,0.6,5.0,22,Steel,868,12,11,14,8.3,204.512,199.07325410734342,204.512,1.0273203244556595,188180.02061380784,4,51.128
9761,Beam,15,0.23,0.6,5.0,20,Steel,914,11,15,18,8.3,184.26,214.61814819116228,184.26,0.8585480843673946,185944.73805318153,4,46.065
9762,Beam,4,0.23,0.6,4.0,19,Steel,970,11,5,7,6.64,140.038,127.61759688256326,140.038,1.0973251606427465,144351.17794995074,3,46.67933333333334
9763,Beam,24,0.23,0.45,5.5,7,Steel,907,13,23,26,7.48,59.167,66.32626029878654,59.167,0.892059943278341,57091.81664982777,4,14.79175
9764,Column,15,0.23,0.45,3.2,14,Steel,957,9,14,17,4.352,66.412,65.58736567502116,66.412,1.0125730667254549,71288.02011766937,4,16.603
9765,Column,20,0.4,0.4,2.8,26,Steel,918,8,21,25,4.48,125.798,130.30055458294203,125.798,0.965444854802395,119517.29191108528,5,25.1596
9766,Slab,16,6.0,4.0,0.15,1,Plywood,465,16,15,17,3.0,3.48,3.686369670915719,3.48,0.9440181833786476,1826.9622730699546,3,1.16
9767,Column,9,0.23,0.45,3.3,27,Steel,945,9,10,14,4.488,132.082,128.7831737507549,132.082,1.025615351393883,127868.41010014083,5,26.4164
9768,Beam,9,0.3,0.6,4.0,18,Steel,988,13,10,12,7.2,146.448,160.44669088683654,146.448,0.9127517631590805,146964.99296406866,3,48.816
9769,Column,18,0.3,0.45,3.2,12,Steel,980,10,18,22,4.8,63.36,70.20494968160443,63.36,0.9025004688038685,68667.44989046955,5,12.672
9770,Column,22,0.3,0.45,3.0,28,Steel,941,10,22,24,4.5,138.6,128.27677316471085,138.6,1.0804761967471215,124202.65228858995,3,46.199999999999996
9771,Column,4,0.23,0.45,3.0,19,Steel,923,10,5,7,4.08,85.272,86.31045288360072,85.272,0.9879683995517764,77481.26572535833,3,28.424000000000003
9772,Slab,22,6.0,4.0,0.15,1,Plywood,487,16,21,23,3.0,3.48,3.909129902459368,3.48,0.8902236781158416,1634.3471410325485,3,1.16
9773,Beam,21,0.25,0.5,4.5,21,Steel,943,11,21,24,6.75,157.342,175.67096908215703,157.342,0.8956630729714652,156151.396318045,4,39.3355
9774,Column,3,0.3,0.45,2.8,13,Steel,966,11,2,4,4.2,60.606,64.44726907821628,60.606,0.9403967129537432,62972.259297779834,3,20.202
9775,Slab,3,6.0,5.0,0.15,1,Plywood,514,13,3,5,3.3,3.729,4.2260847762383476,3.729,0.882376998437593,1824.8482275380684,3,1.243
9776,Column,18,0.23,0.45,3.3,36,Steel,948,9,17,19,4.488,176.109,164.18527034050615,176.109,1.0726236259486923,163995.0762996512,3,58.703
9777,Slab,22,8.0,4.0,0.15,1,Plywood,473,12,21,23,3.6,4.032,3.7717883495847437,4.032,1.0689889321186075,1927.176703293356,3,1.344
9778,Column,10,0.35,0.55,3.0,31,Steel,949,8,10,13,5.4,180.792,198.373441673753,180.792,0.9113719985628539,173089.20469022362,4,45.198
9779,Wall,17,6.0,0.2,3.0,22,Plywood,509,10,18,20,37.2,900.24,997.4660643701732,900.24,0.9025269451832787,444212.7246684154,3,300.08
9780,Column,25,0.3,0.45,3.0,18,Steel,965,9,26,28,4.5,88.29,101.03537281688918,88.29,0.8738523701002403,83885.17296567747,3,29.430000000000003
9781,Beam,9,0.3,0.6,5.5,9,Steel,912,13,9,11,9.9,100.683,96.08290078945346,100.683,1.0478763564874747,102787.5003508766,3,33.561
9782,Beam,6,0.23,0.6,6.0,5,Steel,869,12,6,8,9.96,55.776,58.845436822928804,55.776,0.9478390001222183,52837.21847056038,3,18.592000000000002
9783,Beam,25,0.23,0.45,4.0,15,Steel,883,13,24,27,5.44,92.208,101.26737967388334,92.208,0.9105400011034379,82170.26182974743,4,23.052
9784,Slab,8,8.0,4.0,0.15,1,Plywood,477,16,7,11,3.6,4.176,4.03865082609299,4.176,1.034008677605804,1997.2934050718704,5,0.8352
9785,Column,12,0.4,0.4,3.2,30,Steel,932,11,11,14,5.12,170.496,179.8866400116939,170.496,0.9477969013647515,153505.925486951,4,42.624
9786,Beam,12,0.23,0.45,4.5,5,Steel,949,11,13,16,6.12,33.966,37.0750271095353,33.966,0.9161422835821558,32871.355535421455,4,8.4915
9787,Wall,14,5.0,0.2,3.0,15,Plywood,561,10,15,17,31.2,514.8,496.4395825526129,514.8,1.0369841932284705,297355.3780838219,3,171.6
9788,Wall,7,5.0,0.2,3.0,6,Plywood,600,12,7,11,31.2,209.664,212.32023805400567,209.664,0.9874894730791982,142257.40113657806,5,41.9328
9789,Beam,17,0.3,0.6,6.0,26,Steel,876,12,16,20,10.8,314.496,303.4577071297319,314.496,1.036375061865043,302669.02351303125,5,62.89919999999999
9790,Beam,18,0.25,0.5,6.0,13,Steel,914,10,17,20,9.0,128.7,150.6926255399882,128.7,0.8540563915375395,123022.95419069349,4,32.175
9791,Slab,6,7.5,4.0,0.15,1,Plywood,463,14,6,8,3.45,3.933,3.819099000789197,3.933,1.029824049910009,1779.044500892818,3,1.311
9792,Slab,13,6.0,5.0,0.15,1,Plywood,441,16,14,17,3.3,3.828,3.5839664844820893,3.828,1.0680903453128066,1825.2801950900223,4,0.957
9793,Wall,2,4.0,0.2,3.0,11,Plywood,598,11,2,5,25.2,307.692,280.16790243432297,307.692,1.0982414378182712,209245.04386472146,4,76.923
9794,Slab,6,6.0,5.0,0.15,1,Plywood,408,14,6,10,3.3,3.762,3.43653448896345,3.762,1.0947074769893315,1482.1093462333358,5,0.7524
9795,Beam,25,0.25,0.5,4.5,7,Steel,892,12,26,28,6.75,52.92,50.66962306633319,52.92,1.0444127427338619,52856.05283662045,3,17.64
9796,Beam,13,0.3,0.6,4.5,14,Steel,927,11,13,16,8.1,125.874,136.2538914456754,125.874,0.9238194862873778,115054.27860768585,4,31.4685
9797,Beam,16,0.25,0.5,4.0,24,Steel,936,11,15,19,6.0,159.84,144.70234678255736,159.84,1.1046123546302247,163113.48977803017,5,31.968
9798,Column,23,0.35,0.55,3.0,16,Steel,932,11,24,28,5.4,95.904,94.56356680797283,95.904,1.0141749432394944,88200.10507937573,5,19.180799999999998
9799,Slab,18,6.0,4.0,0.15,1,Plywood,469,15,19,23,3.0,3.45,3.165202732519615,3.45,1.0899775753869883,1731.3178864970807,5,0.6900000000000001
9800,Beam,20,0.25,0.5,4.0,8,Steel,852,11,19,23,6.0,53.28,54.4040817844619,53.28,0.9793382822098664,45282.2046892537,5,10.656
9801,Column,18,0.35,0.55,2.8,31,Steel,864,11,19,21,5.04,173.426,158.61074080046427,173.426,1.093406405674466,158581.67526034446,3,57.80866666666666
9802,Slab,13,6.0,4.0,0.15,1,Plywood,466,15,13,15,3.0,3.45,3.7338057388025567,3.45,0.9239902237405704,1720.2897612451009,3,1.1500000000000001
9803,Column,16,0.4,0.4,3.3,22,Steel,908,9,15,17,5.28,126.614,140.1018449863274,126.614,0.9037282843231388,123438.93757166984,3,42.20466666666667
9804,Column,8,0.3,0.6,3.0,25,Steel,959,10,9,11,5.4,148.5,166.23108783662965,148.5,0.8933347061167307,154738.60747735508,3,49.5
9805,Beam,23,0.3,0.6,5.5,17,Steel,839,11,22,25,9.9,186.813,180.70477899939084,186.813,1.0338022106245996,151063.18703273975,4,46.70325
9806,Slab,5,6.0,5.0,0.15,1,Plywood,536,14,4,6,3.3,3.762,4.365989282790023,3.762,0.8616603835536554,2199.276973899148,3,1.254
9807,Beam,23,0.3,0.6,4.0,18,Steel,871,13,23,27,7.2,146.448,162.13059645878386,146.448,0.9032718265317021,125122.37749377982,5,29.2896
9808,Column,22,0.35,0.55,3.2,34,Steel,989,8,23,26,5.76,211.507,193.95087538003415,211.507,1.0905184087752415,227045.78883638198,4,52.87675
9809,Beam,4,0.25,0.5,6.0,26,Steel,868,11,5,7,9.0,259.74,268.11142347543256,259.74,0.9687763267714714,219774.56719446345,3,86.58
9810,Column,18,0.35,0.55,3.2,38,Steel,967,10,17,21,5.76,240.768,272.1465586188917,240.768,0.8846997780235261,243505.24444722617,5,48.1536
9811,Wall,25,4.5,0.2,3.0,23,Plywood,491,11,24,26,28.2,719.946,715.0994516899568,719.946,1.006777446547595,363162.83553500834,3,239.982
9812,Column,15,0.23,0.45,2.8,6,Steel,975,8,16,19,3.808,24.676,25.0330032914807,24.676,0.9857386951408185,27510.841545823205,4,6.169
9813,Wall,9,3.0,0.2,3.0,14,Plywood,509,10,9,12,19.2,295.68,321.96037789651257,295.68,0.9183738754805417,161963.56119016124,4,73.92
